Second,Latency
1,0.0004132051501124
2,0.0001293783387834
3,0.0001320198231446
4,0.0001379186553466
5,0.0001445331864367
6,0.0001469902660224
7,0.000160716759418
8,0.0001624938218166
9,0.0001488575871022
10,0.0001608749320256
11,0.000167163741661
12,0.0001903247468906
13,0.0001854262004989
14,0.0001981700382969
15,0.0001916241313393
16,0.000206340789399
17,0.0002389576446496
18,0.0002505189667707
19,0.0002676467885261
20,0.0002700872436763
21,0.0002660537614585
22,0.0002645470994584
23,0.0002797465136123
24,0.0002769664834166
25,0.0002747685905991
26,0.0002553260672763
27,0.0002729953528431
28,0.0002646496847683
29,0.0002609011414763
30,0.0002609156813296
31,0.0002760336543973
32,0.0002529293047642
33,0.0002769185741163
34,0.0002480096859654
35,0.0002767891106369
36,0.0002834639855232
37,0.0002703583578138
38,0.0002671718213485
39,0.0002703265452281
40,0.0002656110389788
41,0.0002651966102055
42,0.0002789111992022
43,0.00025781430256
44,0.0002818313443776
45,0.0002702249536317
46,0.000272210461
47,0.0002733847619691
48,0.0002660778217653
49,0.0002846676054715
50,0.0002693114493057
51,0.0002695369668964
52,0.0002675729941807
53,0.0002770914215346
54,0.0002540841891872
55,0.0002650598958845
56,0.0002780175926693
57,0.0002704633318859
58,0.0002756866999433
59,0.000253443181152
60,0.000259909185733
61,0.0002634103858433
62,0.0002605715764602
63,0.0002611976102209
64,0.0002646898095243
65,0.0002794837417388
66,0.0002704364009749
67,0.000267776773418
68,0.0002914597579172
69,0.0002660383812535
70,0.0002947449684143
71,0.000252963018043
72,0.0002760197702902
73,0.0002528481703836
74,0.0002737290612582
75,0.0002474434044445
76,0.0002696449657334
77,0.0002619844163449
78,0.0002624299407197
79,0.0002653419063295
80,0.0002607360333751
81,0.0002739948031016
82,0.0002452835606408
83,0.000275668239433
84,0.0002650863239249
85,0.0002641984349386
86,0.0002717766570837
87,0.0002767219309817
88,0.0002678263908328
89,0.0002630671002435
90,0.0002656620572766
91,0.0002629855406093
92,0.0002894096275055
93,0.0002480817070258
94,0.0002788707781373
95,0.0002626907104991
96,0.0002679015007991
97,0.0002666950992243
98,0.0002780033624374
99,0.0002705891367415
100,0.000263191050858
101,0.0002627908018488
102,0.0002779457407347
103,0.0002731710680523
104,0.0002659675350463
105,0.0002604463798869
106,0.0002709338022067
107,0.0002751015711185
108,0.0002808948335551
109,0.0002642935843922
